7,1,2,5,2,2,,2.94,2.17,3.6,1.41,2.42,,12746.3,2163.4,489.9,3171.3,2379.8,1
1,2,6,4,2,5,5.28,3.56,14.02,3.47,3.34,,9001.2,1642.7,293.9,87.4,1894.1,71.3,1
5,7,1,2,2,1,5.34,5.51,4.96,3.76,18.92,4.49,185.1,45.7,6496.3,1482.6,69.9,1231.3,1
3,6,7,0,0,0,27.89,13.51,15.07,0,0,0,54.6,28,,0,0,0,1
1,6,6,5,1,3,0,,,3.02,6.45,,12.2,564.9,,,18273.2,50.06,0
1,1,1,1,0,0,3.83,0.93,1.34,2.3,0,0,13339.3,494.5,3142.4,2286.4,0,0,0
7,1,5,0,0,0,2.49,0.94,1.28,0,0,0,827.7,4703.6,2.3,0,0,0,0
5,2,6,4,2,1,3.69,0.97,1.84,2.02,2.41,1.87,1654.5,5778.6,7192.7,898.8,252.2,2709,0
