1,5,6,1,2,4,3.61,,2.41,2.3,0.96,3.3,13339.3,64.7,371.5,2286.4,5459.2,550.6,1
,,,,,,15.44,8.91,8.21,22.49,8.43,4.48,30.5,23,,,,,1
5,4,0,0,0,0,3.15,8.52,0,0,0,0,1582.7,12,0,0,0,0,1
5,1,2,5,3,1,3.4,0.96,1.98,1.97,0.57,2.84,8.7,13.9,1111.1,729.6,385.4,376.4,0
7,7,5,4,5,5,6.87,2.07,1.28,1.46,2.97,10.74,,,2.3,92,6.9,,0
1,1,1,1,5,3,0,4.48,2.19,0.69,1.65,2.54,40.7,15567,2550.5,599.6,227.7,1859.7,0
